Title,Link,Image Link,Rating,Price,Availability,category,UPC,p_type,price_exc_tax,price_inc_tax,tax,books_avail,No_of_reviews
Dracula,https://books.toscrape.com/catalogue/dracula_150/index.html,https://books.toscrape.com//media/cache/ef/d7/efd7c316b4d60a403ba6d111fdeb2d41.jpg,Three,£52.62,In stock,Default,a7ec599c1a547746,Books,£52.62,£52.62,£0.00,3,0
Do Androids Dream of Electric Sheep? (Blade Runner #1),https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,https://books.toscrape.com//media/cache/fa/65/fa653fbe3a4c69227c9b79d471cee576.jpg,One,£51.48,In stock,Science Fiction,98330e431e56a9ea,Books,£51.48,£51.48,£0.00,3,0
Disrupted: My Misadventure in the Start-Up Bubble,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,https://books.toscrape.com//media/cache/2c/32/2c32dd01215c98fc1f6b176b6a9b3ece.jpg,Five,£15.28,In stock,Nonfiction,81372abc86f65c79,Books,£15.28,£15.28,£0.00,3,0
Dead Wake: The Last Crossing of the Lusitania,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,https://books.toscrape.com//media/cache/69/0e/690ee5b7ef94ea460861eee2e67fd787.jpg,Five,£39.24,In stock,Default,04d858cdeeee0da4,Books,£39.24,£39.24,£0.00,3,0
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,https://books.toscrape.com//media/cache/df/95/df9520adbabbb17f22fcb3f49c69640f.jpg,One,£17.81,In stock,Default,d234ddecef49ef4e,Books,£17.81,£17.81,£0.00,3,0
Darkfever (Fever #1),https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html,https://books.toscrape.com//media/cache/af/08/af08d08c90b4df63ca5a2819a754da18.jpg,One,£56.02,In stock,Fantasy,468bd274ac084bb9,Books,£56.02,£56.02,£0.00,3,0
Dark Places,https://books.toscrape.com/catalogue/dark-places_144/index.html,https://books.toscrape.com//media/cache/51/bf/51bf575f9af355f4f9f98abe8986402a.jpg,Five,£23.90,In stock,Default,66937c669c4da072,Books,£23.90,£23.90,£0.00,3,0
Crazy Rich Asians (Crazy Rich Asians #1),https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html,https://books.toscrape.com//media/cache/9a/62/9a621372fed3a80015283013d8a452cd.jpg,Five,£49.13,In stock,Fiction,c9782ad2a0ed9331,Books,£49.13,£49.13,£0.00,3,0
Counting Thyme,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,https://books.toscrape.com//media/cache/e0/ae/e0ae97753a73b88b61b13b19977613dc.jpg,One,£10.62,In stock,Childrens,157f693d9e600ccc,Books,£10.62,£10.62,£0.00,3,0
Cosmos,https://books.toscrape.com/catalogue/cosmos_141/index.html,https://books.toscrape.com//media/cache/65/7b/657b1d20ea50775c5c87e039ed8aeebc.jpg,Two,£36.17,In stock,Add a comment,dbe33cf29ef1623d,Books,£36.17,£36.17,£0.00,3,0
Civilization and Its Discontents,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html,https://books.toscrape.com//media/cache/4d/a6/4da6939a6bbd895a5acdeabad46d1f9f.jpg,Two,£59.95,In stock,Psychology,396385e3de5d18c3,Books,£59.95,£59.95,£0.00,3,0
Cinder (The Lunar Chronicles #1),https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html,https://books.toscrape.com//media/cache/4e/d2/4ed2ec75df84ba1093fc4141b29abab3.jpg,One,£26.09,In stock,Young Adult,7e9579921e5407cb,Books,£26.09,£26.09,£0.00,3,0
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,https://books.toscrape.com//media/cache/7d/0b/7d0bb832760e81c281d8d283ba6a2b09.jpg,Two,£37.35,In stock,Parenting,ef49db2aaa9bb547,Books,£37.35,£37.35,£0.00,3,0
Career of Evil (Cormoran Strike #3),https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html,https://books.toscrape.com//media/cache/9e/ff/9eff8b66d583e8f0ba58a0bc86de40f2.jpg,Two,£24.72,In stock,Mystery,b461cf238506c5b8,Books,£24.72,£24.72,£0.00,3,0
Breaking Dawn (Twilight #4),https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html,https://books.toscrape.com//media/cache/ce/24/ce242d3eb00bf1938d6c18e0261ef868.jpg,Five,£35.28,In stock,Default,bbfc4a3b7b6c94a0,Books,£35.28,£35.28,£0.00,3,0
Brave Enough,https://books.toscrape.com/catalogue/brave-enough_135/index.html,https://books.toscrape.com//media/cache/94/c7/94c7add56827e01998189a021ec060e2.jpg,Five,£51.32,In stock,Nonfiction,fd2337c1b73b686e,Books,£51.32,£51.32,£0.00,3,0
Boy Meets Boy,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html,https://books.toscrape.com//media/cache/0b/ac/0baceb72d202880d1441a32193df6e11.jpg,Three,£21.12,In stock,Young Adult,8e0bc2fe4e7d35b5,Books,£21.12,£21.12,£0.00,3,0
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,https://books.toscrape.com//media/cache/ea/ee/eaee98b302dcaf91d1122816ae553295.jpg,Two,£27.35,In stock,Nonfiction,e256de8aa0c2115f,Books,£27.35,£27.35,£0.00,3,0
Blink: The Power of Thinking Without Thinking,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html,https://books.toscrape.com//media/cache/5d/41/5d415bc31b1f856a2a9dc8706fd19abd.jpg,Five,£21.74,In stock,Nonfiction,0bbc48294707ba96,Books,£21.74,£21.74,£0.00,3,0
Black Flags: The Rise of ISIS,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html,https://books.toscrape.com//media/cache/48/5d/485d2c4cedd639fcb005340a8d589bb3.jpg,One,£40.87,In stock,Nonfiction,860318b8e244f39c,Books,£40.87,£40.87,£0.00,3,0
"Black Butler, Vol. 1 (Black Butler #1)",https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html,https://books.toscrape.com//media/cache/99/48/9948564dec3ac2f9e32419911b181e37.jpg,One,£49.31,In stock,Sequential Art,15f415d436888b2d,Books,£49.31,£49.31,£0.00,3,0
Big Little Lies,https://books.toscrape.com/catalogue/big-little-lies_129/index.html,https://books.toscrape.com//media/cache/ef/b7/efb72b546fc7cab4ba1735b4b82c5851.jpg,One,£22.11,In stock,Fiction,d3f9c4539c0caa64,Books,£22.11,£22.11,£0.00,3,0
Between Shades of Gray,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html,https://books.toscrape.com//media/cache/f9/19/f919f64fc0e3642cdc604134bfd93774.jpg,Five,£20.79,In stock,Historical Fiction,155e42df837ee5ff,Books,£20.79,£20.79,£0.00,3,0
Best of My Love (Fool's Gold #20),https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html,https://books.toscrape.com//media/cache/06/8c/068ccab8875670fccb8b72234370d16f.jpg,Two,£27.41,In stock,Romance,67dea6c75d6a1075,Books,£27.41,£27.41,£0.00,3,0
Beowulf,https://books.toscrape.com/catalogue/beowulf_126/index.html,https://books.toscrape.com//media/cache/dd/6e/dd6e7b84e99f3b4b5655ea0db74af2b4.jpg,Two,£38.35,In stock,Classics,3fb69f34e178d494,Books,£38.35,£38.35,£0.00,3,0
Beautiful Creatures (Caster Chronicles #1),https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html,https://books.toscrape.com//media/cache/82/06/8206f351bd1ff6f52eed515a3b366916.jpg,Five,£21.55,In stock,Default,5439bae708bca198,Books,£21.55,£21.55,£0.00,3,0
Awkward,https://books.toscrape.com/catalogue/awkward_124/index.html,https://books.toscrape.com//media/cache/41/72/417255e608c389aedfb68491dae92c9c.jpg,Two,£38.02,In stock,Sequential Art,1d89a2aa9f6ce50f,Books,£38.02,£38.02,£0.00,3,0
Ash,https://books.toscrape.com/catalogue/ash_123/index.html,https://books.toscrape.com//media/cache/d7/f0/d7f00033bda3779b2fd017e32e7c800c.jpg,Four,£22.06,In stock,Fantasy,5d22e2a46604b6e7,Books,£22.06,£22.06,£0.00,3,0
Are We There Yet?,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,https://books.toscrape.com//media/cache/f8/be/f8be3238a1cf039a3e7d50de1d4c2cfd.jpg,Three,£10.66,In stock,Childrens,ef9c4f2465513956,Books,£10.66,£10.66,£0.00,3,0
Are We Smart Enough to Know How Smart Animals Are?,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,https://books.toscrape.com//media/cache/71/d1/71d199b2abd878b9943dc818b77a1e72.jpg,One,£56.58,In stock,Nonfiction,da0349a87c8caa2f,Books,£56.58,£56.58,£0.00,3,0
Annie on My Mind,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html,https://books.toscrape.com//media/cache/88/ba/88baf408218bf1e31626211da4329c6b.jpg,Five,£36.83,In stock,Young Adult,7bf87402413c27ff,Books,£36.83,£36.83,£0.00,3,0
And Then There Were None,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,https://books.toscrape.com//media/cache/21/bf/21bf2eb0bff3134837def8bd40845ba0.jpg,Two,£35.01,In stock,Classics,cfe350b20d23b02b,Books,£35.01,£35.01,£0.00,3,0
A Walk in the Woods: Rediscovering America on the Appalachian Trail,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,https://books.toscrape.com//media/cache/25/ff/25ffbe6f0e8961a1cb2ace38a5b02279.jpg,Four,£30.48,In stock,Nonfiction,bcee4f289ff6699c,Books,£30.48,£30.48,£0.00,3,0
A Visit from the Goon Squad,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html,https://books.toscrape.com//media/cache/92/02/9202adfd4bc39e4058c5b9e851ffbf5a.jpg,Five,£14.08,In stock,Default,5dbd6ec4e154ad2f,Books,£14.08,£14.08,£0.00,3,0
A Storm of Swords (A Song of Ice and Fire #3),https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,https://books.toscrape.com//media/cache/39/83/3983449f17095ed15a4878d6bc8114c9.jpg,Two,£31.22,In stock,Fantasy,87beabf664115d79,Books,£31.22,£31.22,£0.00,3,0
A Heartbreaking Work of Staggering Genius,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html,https://books.toscrape.com//media/cache/7a/58/7a587c5814f33c0c54e8bfa0ef66d690.jpg,Five,£54.29,In stock,Autobiography,c9770bb1d5a492a0,Books,£54.29,£54.29,£0.00,3,0
8 Keys to Mental Health Through Exercise,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html,https://books.toscrape.com//media/cache/b8/44/b844a77409f1d53cbb66148820abc217.jpg,One,£31.04,In stock,Psychology,f5873c8fc7760000,Books,£31.04,£31.04,£0.00,3,0
#GIRLBOSS,https://books.toscrape.com/catalogue/girlboss_113/index.html,https://books.toscrape.com//media/cache/70/9a/709a7625e50abf3fc3f26c0396a62131.jpg,One,£50.96,In stock,Add a comment,165affa7adb5eded,Books,£50.96,£50.96,£0.00,3,0
"The Suffragettes (Little Black Classics, #96)",https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html,https://books.toscrape.com//media/cache/ee/c3/eec3857d573218bfd22b23b80bfe740e.jpg,Two,£11.89,In stock,Nonfiction,d2185b65af52d68c,Books,£11.89,£11.89,£0.00,2,0
The Sense of an Ending,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html,https://books.toscrape.com//media/cache/75/46/7546899e546c4aa11b501c0c41060727.jpg,Three,£31.38,In stock,Add a comment,4130678275eb7c8c,Books,£31.38,£31.38,£0.00,2,0
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,https://books.toscrape.com//media/cache/e3/ae/e3ae48fe07d77611b49b5b78d99418ae.jpg,One,£54.81,In stock,Sequential Art,276dc716b1da8899,Books,£54.81,£54.81,£0.00,2,0
The Course of Love,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html,https://books.toscrape.com//media/cache/f2/c9/f2c952cfbce6ab5d8400a0bb8ee4eb5c.jpg,Three,£16.78,In stock,Fiction,f3c76b53b239f511,Books,£16.78,£16.78,£0.00,2,0
Sugar Rush (Offensive Line #2),https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html,https://books.toscrape.com//media/cache/c3/a9/c3a90a5baa833a37c29c4b03a444737c.jpg,One,£24.42,In stock,Sports and Games,ce42e3de94226b2b,Books,£24.42,£24.42,£0.00,2,0
"Saga, Volume 2 (Saga (Collected Editions) #2)",https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html,https://books.toscrape.com//media/cache/1a/eb/1aeb5d30809ad96d7c323228a2bd23d3.jpg,Three,£11.75,In stock,Sequential Art,9189fd009df41d0e,Books,£11.75,£11.75,£0.00,2,0
"Run, Spot, Run: The Ethics of Keeping Pets",https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html,https://books.toscrape.com//media/cache/91/e6/91e6190dcdd7d6cdeb94a82b60917ec4.jpg,One,£20.02,In stock,Philosophy,b0e479be03911916,Books,£20.02,£20.02,£0.00,2,0
New Moon (Twilight #2),https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html,https://books.toscrape.com//media/cache/5a/1f/5a1fa3ec68add137878b42243813263d.jpg,Four,£12.86,In stock,Young Adult,6fa3ea52c8e31e06,Books,£12.86,£12.86,£0.00,2,0
Life,https://books.toscrape.com/catalogue/life_104/index.html,https://books.toscrape.com//media/cache/99/97/9997eda658c2fe50e724171f9c2a2b0b.jpg,Five,£31.58,In stock,Music,637e5a45062aa548,Books,£31.58,£31.58,£0.00,2,0
Kindle Paperwhite User's Guide,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html,https://books.toscrape.com//media/cache/3e/49/3e49769bf9bf83d3bb25c6f93a7fcca2.jpg,Three,£34.00,In stock,Nonfiction,fb495f9f9015a772,Books,£34.00,£34.00,£0.00,2,0
H is for Hawk,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html,https://books.toscrape.com//media/cache/78/3c/783c89d21306b712d832dbac267b786a.jpg,Five,£57.42,In stock,Nonfiction,b6d3f4f4ee1f6069,Books,£57.42,£57.42,£0.00,2,0
Girl Online On Tour (Girl Online #2),https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html,https://books.toscrape.com//media/cache/e0/22/e0221ab11b1d093a2d03927b4962c544.jpg,One,£53.47,In stock,Young Adult,97b8f130d32e9f4e,Books,£53.47,£53.47,£0.00,2,0
"Fruits Basket, Vol. 2 (Fruits Basket #2)",https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html,https://books.toscrape.com//media/cache/e9/fb/e9fb3236b73384253144f89b6eec6a68.jpg,Five,£11.64,In stock,Sequential Art,c0db71f6bb14db11,Books,£11.64,£11.64,£0.00,2,0
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,https://books.toscrape.com//media/cache/47/16/47160ff71abe23cb52968b3d1b9b7988.jpg,Four,£52.88,In stock,Childrens,d7b463918d3b8c39,Books,£52.88,£52.88,£0.00,2,0
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",https://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,https://books.toscrape.com//media/cache/ae/16/ae169bb5ae814e0fb900cdf9e99332a7.jpg,Four,£18.51,In stock,Sequential Art,09d26b5f819c6a36,Books,£18.51,£18.51,£0.00,1,0
While You Were Mine,https://books.toscrape.com/catalogue/while-you-were-mine_97/index.html,https://books.toscrape.com//media/cache/45/e8/45e87bcad554d79eadf0f89df9cac6f9.jpg,Five,£41.32,In stock,Historical Fiction,8ceb5c6aed2c5f8b,Books,£41.32,£41.32,£0.00,1,0
Where Lightning Strikes (Bleeding Stars #3),https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html,https://books.toscrape.com//media/cache/73/d9/73d948af3f2adb6dd693ff4bd43e7760.jpg,Three,£39.77,In stock,Romance,def389ddfda6991b,Books,£39.77,£39.77,£0.00,1,0
When I'm Gone,https://books.toscrape.com/catalogue/when-im-gone_95/index.html,https://books.toscrape.com//media/cache/13/a3/13a361d57f2b6021b2ae395a6fedd475.jpg,Three,£51.96,In stock,Fiction,c5f91eb481427dc5,Books,£51.96,£51.96,£0.00,1,0
Ways of Seeing,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html,https://books.toscrape.com//media/cache/a8/3a/a83a4d31d30dc3cb26a29899a5c3b91d.jpg,Five,£39.51,In stock,Art,66a4e422b212726a,Books,£39.51,£39.51,£0.00,1,0
"Vampire Knight, Vol. 1 (Vampire Knight #1)",https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,https://books.toscrape.com//media/cache/4b/97/4b972f89c11900ac0e84726d1f07bfcc.jpg,One,£15.40,In stock,Paranormal,e7e87087b1a44711,Books,£15.40,£15.40,£0.00,1,0
Vampire Girl (Vampire Girl #1),https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html,https://books.toscrape.com//media/cache/ea/55/ea5547a00ad163902faba6929369bc77.jpg,Two,£53.82,In stock,Fantasy,dab5e75d1339706a,Books,£53.82,£53.82,£0.00,1,0
Twenty Love Poems and a Song of Despair,https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html,https://books.toscrape.com//media/cache/df/ab/dfab1d94f9190df7c13b63a093a6d16e.jpg,Four,£30.95,In stock,Poetry,e63c3f25338baf9a,Books,£30.95,£30.95,£0.00,1,0
Travels with Charley: In Search of America,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html,https://books.toscrape.com//media/cache/ff/60/ff60e98e3da9c76d6f65b26bd7142d94.jpg,Five,£57.82,In stock,Nonfiction,0268f149d014b389,Books,£57.82,£57.82,£0.00,1,0
Three Wishes (River of Time: California #1),https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html,https://books.toscrape.com//media/cache/c7/21/c721943edf481cad5ab32505e2ad3865.jpg,Two,£44.18,In stock,Science Fiction,460f97a346b44bac,Books,£44.18,£44.18,£0.00,1,0
This One Moment (Pushing Limits #1),https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html,https://books.toscrape.com//media/cache/9b/06/9b061431c4fbb98cc18068a523a49988.jpg,One,£48.71,In stock,Romance,d6d98d3508c30f57,Books,£48.71,£48.71,£0.00,1,0
The Zombie Room,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html,https://books.toscrape.com//media/cache/1a/2d/1a2d5e478c6b33738ff17e7acfbd8b66.jpg,Five,£19.69,In stock,Default,9c96cd1329fbd82d,Books,£19.69,£19.69,£0.00,1,0
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,https://books.toscrape.com//media/cache/64/75/64752f8cdae54b164fb81bfd81accd55.jpg,Two,£36.52,In stock,Sequential Art,dac9d1e654fac737,Books,£36.52,£36.52,£0.00,1,0
The Tumor,https://books.toscrape.com/catalogue/the-tumor_85/index.html,https://books.toscrape.com//media/cache/db/f4/dbf4f5d4e7c0364b078aa5ce7e196853.jpg,Five,£41.56,In stock,Nonfiction,6514add13c82b115,Books,£41.56,£41.56,£0.00,1,0
The Story of Hong Gildong,https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,https://books.toscrape.com//media/cache/ab/16/ab16eb035cc58809a73c4699477de9cb.jpg,Four,£43.19,In stock,Classics,32d035df92ab9080,Books,£43.19,£43.19,£0.00,1,0
The Silent Wife,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html,https://books.toscrape.com//media/cache/9b/a3/9ba37429e4a2307fe0b2f4f4162dd636.jpg,Five,£12.34,In stock,Fiction,b78deb463531d078,Books,£12.34,£12.34,£0.00,1,0
